Series Code,Topic,Indicator Name,
SL.WAG.0714.FE.ZS,Social Protection & Labor: Economic activity,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",
SL.WAG.0714.MA.ZS,Social Protection & Labor: Economic activity,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",
SL.WAG.0714.ZS,Social Protection & Labor: Economic activity,"Children in employment, wage workers (% of children in employment, ages 7-14)",
SM.EMI.TERT.ZS,Social Protection & Labor: Migration,Emigration rate of tertiary educated (% of total tertiary educated population),
SM.POP.NETM,Social Protection & Labor: Migration,Net migration,
SM.POP.REFG,Social Protection & Labor: Migration,Refugee population by country or territory of asylum,
SM.POP.REFG.OR,Social Protection & Labor: Migration,Refugee population by country or territory of origin,
SM.POP.TOTL,Social Protection & Labor: Migration,"International migrant stock, total",
SM.POP.TOTL.ZS,Social Protection & Labor: Migration,International migrant stock (% of population),
SN.ITK.DEFC.ZS,Health: Nutrition,Prevalence of undernourishment (% of population),
SN.ITK.DFCT,Health: Nutrition,Depth of the food deficit (kilocalories per person per day),
SN.ITK.SALT.ZS,Health: Nutrition,Consumption of iodized salt (% of households),
SN.ITK.VITA.ZS,Health: Nutrition,Vitamin A supplementation coverage rate (% of children ages 6-59 months),
SP.ADO.TFRT,Health: Reproductive health,"Adolescent fertility rate (births per 1,000 women ages 15-19)",
SP.DTH.INFR.ZS,Health: Mortality,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),
SP.DTH.REPT.ZS,Health: Mortality,Completeness of total death reporting (% of reported total deaths to estimated total deaths),
SP.DYN.AMRT.FE,Health: Mortality,"Mortality rate, adult, female (per 1,000 female adults)",
SP.DYN.AMRT.MA,Health: Mortality,"Mortality rate, adult, male (per 1,000 male adults)",
SP.DYN.CBRT.IN,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",
SP.DYN.CDRT.IN,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",
SP.DYN.CONM.ZS,Health: Reproductive health,"Contraceptive prevalence, modern methods (% of women ages 15-49)",
SP.DYN.CONU.ZS,Health: Reproductive health,"Contraceptive prevalence, any methods (% of women ages 15-49)",
SP.DYN.IMRT.FE.IN,Health: Mortality,"Mortality rate, infant, female (per 1,000 live births)",
SP.DYN.IMRT.IN,Health: Mortality,"Mortality rate, infant (per 1,000 live births)",
SP.DYN.IMRT.MA.IN,Health: Mortality,"Mortality rate, infant, male (per 1,000 live births)",
SP.DYN.LE00.FE.IN,Health: Mortality,"Life expectancy at birth, female (years)",
SP.DYN.LE00.IN,Health: Mortality,"Life expectancy at birth, total (years)",
SP.DYN.LE00.MA.IN,Health: Mortality,"Life expectancy at birth, male (years)",
SP.DYN.TFRT.IN,Health: Reproductive health,"Fertility rate, total (births per woman)",
SP.DYN.TO65.FE.ZS,Health: Mortality,"Survival to age 65, female (% of cohort)",
SP.DYN.TO65.MA.ZS,Health: Mortality,"Survival to age 65, male (% of cohort)",
SP.DYN.WFRT,Health: Reproductive health,Wanted fertility rate (births per woman),
SP.HOU.FEMA.ZS,Health: Population: Dynamics,Female headed households (% of households with a female head),
SP.M18.2024.FE.ZS,Health: Population: Dynamics,Women who were first married by age 18 (% of women ages 20-24),
SP.MTR.1519.ZS,Health: Reproductive health,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),
SP.POP.0014.TO.ZS,Health: Population: Structure,Population ages 0-14 (% of total),
SP.POP.1564.TO.ZS,Health: Population: Structure,Population ages 15-64 (% of total),
SP.POP.65UP.TO.ZS,Health: Population: Structure,Population ages 65 and above (% of total),
SP.POP.DPND,Health: Population: Dynamics,Age dependency ratio (% of working-age population),
SP.POP.DPND.OL,Health: Population: Dynamics,"Age dependency ratio, old (% of working-age population)",
SP.POP.DPND.YG,Health: Population: Dynamics,"Age dependency ratio, young (% of working-age population)",
SP.POP.GROW,Health: Population: Dynamics,Population growth (annual %),
SP.POP.SCIE.RD.P6,Infrastructure: Technology,Researchers in R&D (per million people),
SP.POP.TECH.RD.P6,Infrastructure: Technology,Technicians in R&D (per million people),
SP.POP.TOTL,Health: Population: Structure,"Population, total",
SP.POP.TOTL.FE.ZS,Health: Population: Structure,"Population, female (% of total)",
SP.REG.BRTH.RU.ZS,Health: Population: Dynamics,"Completeness of birth registration, rural (%)",
SP.REG.BRTH.UR.ZS,Health: Population: Dynamics,"Completeness of birth registration, urban (%)",
SP.REG.BRTH.ZS,Health: Population: Dynamics,Completeness of birth registration (%),
SP.REG.DTHS.ZS,Health: Population: Dynamics,Completeness of death registration with cause-of-death information (%),
SP.RUR.TOTL,Environment: Density & urbanization,Rural population,
SP.RUR.TOTL.ZG,Environment: Density & urbanization,Rural population growth (annual %),
SP.RUR.TOTL.ZS,Environment: Density & urbanization,Rural population (% of total population),
SP.URB.GROW,Environment: Density & urbanization,Urban population growth (annual %),
SP.URB.TOTL,Environment: Density & urbanization,Urban population,
SP.URB.TOTL.IN.ZS,Environment: Density & urbanization,Urban population (% of total),
SP.UWT.TFRT,Health: Reproductive health,Unmet need for contraception (% of married women ages 15-49),
ST.INT.ARVL,Private Sector & Trade: Travel & tourism,"International tourism, number of arrivals",
ST.INT.DPRT,Private Sector & Trade: Travel & tourism,"International tourism, number of departures",
ST.INT.RCPT.CD,Private Sector & Trade: Travel & tourism,"International tourism, receipts (current US$)",
ST.INT.RCPT.XP.ZS,Private Sector & Trade: Travel & tourism,"International tourism, receipts (% of total exports)",
ST.INT.TRNR.CD,Private Sector & Trade: Travel & tourism,"International tourism, receipts for passenger transport items (current US$)",
ST.INT.TRNX.CD,Private Sector & Trade: Travel & tourism,"International tourism, expenditures for passenger transport items (current US$)",
ST.INT.TVLR.CD,Private Sector & Trade: Travel & tourism,"International tourism, receipts for travel items (current US$)",
ST.INT.TVLX.CD,Private Sector & Trade: Travel & tourism,"International tourism, expenditures for travel items (current US$)",
ST.INT.XPND.CD,Private Sector & Trade: Travel & tourism,"International tourism, expenditures (current US$)",
ST.INT.XPND.MP.ZS,Private Sector & Trade: Travel & tourism,"International tourism, expenditures (% of total imports)",
TG.VAL.TOTL.GD.ZS,Private Sector & Trade: Total merchandise trade,Merchandise trade (% of GDP),
TM.QTY.MRCH.XD.WD,Private Sector & Trade: Trade indexes,Import volume index (2000 = 100),
TM.TAX.MANF.BC.ZS,Private Sector & Trade: Tariffs,"Binding coverage, manufactured products (%)",
TM.TAX.MANF.BR.ZS,Private Sector & Trade: Tariffs,"Bound rate, simple mean, manufactured products (%)",
TM.TAX.MANF.IP.ZS,Private Sector & Trade: Tariffs,"Share of tariff lines with international peaks, manufactured products (%)",
TM.TAX.MANF.SM.AR.ZS,Private Sector & Trade: Tariffs,"Tariff rate, applied, simple mean, manufactured products (%)",
TM.TAX.MANF.SM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, simple mean, manufactured products (%)",
TM.TAX.MANF.SR.ZS,Private Sector & Trade: Tariffs,"Share of tariff lines with specific rates, manufactured products (%)",
TM.TAX.MANF.WM.AR.ZS,Private Sector & Trade: Tariffs,"Tariff rate, applied, weighted mean, manufactured products (%)",
TM.TAX.MANF.WM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",
TM.TAX.MRCH.BC.ZS,Private Sector & Trade: Tariffs,"Binding coverage, all products (%)",
TM.TAX.MRCH.BR.ZS,Private Sector & Trade: Tariffs,"Bound rate, simple mean, all products (%)",
TM.TAX.MRCH.IP.ZS,Private Sector & Trade: Tariffs,"Share of tariff lines with international peaks, all products (%)",
TM.TAX.MRCH.SM.AR.ZS,Private Sector & Trade: Tariffs,"Tariff rate, applied, simple mean, all products (%)",
TM.TAX.MRCH.SM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, simple mean, all products (%)",
TM.TAX.MRCH.SR.ZS,Private Sector & Trade: Tariffs,"Share of tariff lines with specific rates, all products (%)",
TM.TAX.MRCH.WM.AR.ZS,Private Sector & Trade: Tariffs,"Tariff rate, applied, weighted mean, all products (%)",
TM.TAX.MRCH.WM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, weighted mean, all products (%)",
TM.TAX.TCOM.BC.ZS,Private Sector & Trade: Tariffs,"Binding coverage, primary products (%)",
TM.TAX.TCOM.BR.ZS,Private Sector & Trade: Tariffs,"Bound rate, simple mean, primary products (%)",
TM.TAX.TCOM.IP.ZS,Private Sector & Trade: Tariffs,"Share of tariff lines with international peaks, primary products (%)",
TM.TAX.TCOM.SM.AR.ZS,Private Sector & Trade: Tariffs,"Tariff rate, applied, simple mean, primary products (%)",
TM.TAX.TCOM.SM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, simple mean, primary products (%)",
TM.TAX.TCOM.SR.ZS,Private Sector & Trade: Tariffs,"Share of tariff lines with specific rates, primary products (%)",
TM.TAX.TCOM.WM.AR.ZS,Private Sector & Trade: Tariffs,"Tariff rate, applied, weighted mean, primary products (%)",
TM.TAX.TCOM.WM.FN.ZS,Private Sector & Trade: Tariffs,"Tariff rate, most favored nation, weighted mean, primary products (%)",
TM.VAL.AGRI.ZS.UN,Private Sector & Trade: Imports,Agricultural raw materials imports (% of merchandise imports),
TM.VAL.FOOD.ZS.UN,Private Sector & Trade: Imports,Food imports (% of merchandise imports),
TM.VAL.FUEL.ZS.UN,Private Sector & Trade: Imports,Fuel imports (% of merchandise imports),
TM.VAL.ICTG.ZS.UN,Infrastructure: Communications,ICT goods imports (% total goods imports),
TM.VAL.INSF.ZS.WT,Private Sector & Trade: Imports,Insurance and financial services (% of commercial service imports),
TM.VAL.MANF.ZS.UN,Private Sector & Trade: Imports,Manufactures imports (% of merchandise imports),
TM.VAL.MMTL.ZS.UN,Private Sector & Trade: Imports,Ores and metals imports (% of merchandise imports),
TM.VAL.MRCH.AL.ZS,Private Sector & Trade: Exports,Merchandise imports from economies in the Arab World (% of total merchandise imports),
TM.VAL.MRCH.CD.WT,Private Sector & Trade: Imports,Merchandise imports (current US$),
TM.VAL.MRCH.HI.ZS,Private Sector & Trade: Imports,Merchandise imports from high-income economies (% of total merchandise imports),
TM.VAL.MRCH.OR.ZS,Private Sector & Trade: Imports,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),
TM.VAL.MRCH.R1.ZS,Private Sector & Trade: Imports,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),
TM.VAL.MRCH.R2.ZS,Private Sector & Trade: Imports,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),
TM.VAL.MRCH.R3.ZS,Private Sector & Trade: Imports,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),
TM.VAL.MRCH.R4.ZS,Private Sector & Trade: Imports,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),
TM.VAL.MRCH.R5.ZS,Private Sector & Trade: Imports,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),
TM.VAL.MRCH.R6.ZS,Private Sector & Trade: Imports,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),
TM.VAL.MRCH.RS.ZS,Private Sector & Trade: Imports,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",
TM.VAL.MRCH.WL.CD,Private Sector & Trade: Imports,Merchandise imports by the reporting economy (current US$),
TM.VAL.MRCH.WR.ZS,Private Sector & Trade: Imports,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),
TM.VAL.MRCH.XD.WD,Private Sector & Trade: Trade indexes,Import value index (2000 = 100),
TM.VAL.OTHR.ZS.WT,Private Sector & Trade: Imports,"Computer, communications and other services (% of commercial service imports)",
TM.VAL.SERV.CD.WT,Private Sector & Trade: Imports,Commercial service imports (current US$),
TM.VAL.TRAN.ZS.WT,Private Sector & Trade: Imports,Transport services (% of commercial service imports),
TM.VAL.TRVL.ZS.WT,Private Sector & Trade: Imports,Travel services (% of commercial service imports),
TT.PRI.MRCH.XD.WD,Private Sector & Trade: Trade indexes,Net barter terms of trade index (2000 = 100),
TX.QTY.MRCH.XD.WD,Private Sector & Trade: Trade indexes,Export volume index (2000 = 100),
TX.VAL.AGRI.ZS.UN,Private Sector & Trade: Exports,Agricultural raw materials exports (% of merchandise exports),
TX.VAL.FOOD.ZS.UN,Private Sector & Trade: Exports,Food exports (% of merchandise exports),
TX.VAL.FUEL.ZS.UN,Private Sector & Trade: Exports,Fuel exports (% of merchandise exports),
TX.VAL.ICTG.ZS.UN,Infrastructure: Communications,ICT goods exports (% of total goods exports),
TX.VAL.INSF.ZS.WT,Private Sector & Trade: Exports,Insurance and financial services (% of commercial service exports),
TX.VAL.MANF.ZS.UN,Private Sector & Trade: Exports,Manufactures exports (% of merchandise exports),
TX.VAL.MMTL.ZS.UN,Private Sector & Trade: Exports,Ores and metals exports (% of merchandise exports),
TX.VAL.MRCH.AL.ZS,Private Sector & Trade: Exports,Merchandise exports to economies in the Arab World (% of total merchandise exports),
TX.VAL.MRCH.CD.WT,Private Sector & Trade: Exports,Merchandise exports (current US$),
TX.VAL.MRCH.HI.ZS,Private Sector & Trade: Exports,Merchandise exports to high-income economies (% of total merchandise exports),
TX.VAL.MRCH.OR.ZS,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),
TX.VAL.MRCH.R1.ZS,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),
TX.VAL.MRCH.R2.ZS,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),
TX.VAL.MRCH.R3.ZS,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),
TX.VAL.MRCH.R4.ZS,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),
TX.VAL.MRCH.R5.ZS,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),
TX.VAL.MRCH.R6.ZS,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),
TX.VAL.MRCH.RS.ZS,Private Sector & Trade: Exports,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",
TX.VAL.MRCH.WL.CD,Private Sector & Trade: Exports,Merchandise exports by the reporting economy (current US$),
TX.VAL.MRCH.WR.ZS,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),
TX.VAL.MRCH.XD.WD,Private Sector & Trade: Trade indexes,Export value index (2000 = 100),
TX.VAL.OTHR.ZS.WT,Private Sector & Trade: Exports,"Computer, communications and other services (% of commercial service exports)",
TX.VAL.SERV.CD.WT,Private Sector & Trade: Exports,Commercial service exports (current US$),
TX.VAL.TECH.CD,Infrastructure: Technology,High-technology exports (current US$),
TX.VAL.TECH.MF.ZS,Infrastructure: Technology,High-technology exports (% of manufactured exports),
TX.VAL.TRAN.ZS.WT,Private Sector & Trade: Exports,Transport services (% of commercial service exports),
TX.VAL.TRVL.ZS.WT,Private Sector & Trade: Exports,Travel services (% of commercial service exports),
VC.BTL.DETH,Public Sector: Conflict & fragility,Battle-related deaths (number of people),
VC.IDP.TOTL.HE,Public Sector: Conflict & fragility,"Internally displaced persons (number, high estimate)",
VC.IDP.TOTL.LE,Public Sector: Conflict & fragility,"Internally displaced persons (number, low estimate)",
VC.IHR.PSRC.P5,Public Sector: Conflict & fragility,"Intentional homicides (per 100,000 people)",
VC.PKP.TOTL.UN,Public Sector: Conflict & fragility,"Presence of peace keepers (number of troops, police, and military observers in mandate)",
WP_time_01.1,Financial Sector: Access,Account at a financial institution (% age 15+),
WP_time_01.2,Financial Sector: Access,"Account at a financial institution, male (% age 15+)",
WP_time_01.3,Financial Sector: Access,"Account at a financial institution, female (% age 15+)",
WP_time_01.8,Financial Sector: Access,"Account at a financial institution, income, poorest 40% (% ages 15+)",
WP_time_01.9,Financial Sector: Access,"Account at a financial institution, income, richest 60% (% ages 15+)",
WP15163_4.1,Financial Sector: Access,Mobile account (% age 15+),
WP15163_4.2,Financial Sector: Access,"Mobile account, male (% age 15+)",
WP15163_4.3,Financial Sector: Access,"Mobile account, female (% age 15+)",
WP15163_4.8,Financial Sector: Access,"Mobile account, income, poorest 40% (% ages 15+)",
WP15163_4.9,Financial Sector: Access,"Mobile account, income, richest 60% (% ages 15+)",
